+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                  ;
+----------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[5].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[4].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[4].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[3].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[3].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[2].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[2].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[1].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[1].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[0].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[0].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|first_line|mem                                                               ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|first_line                                                                   ; 40    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[7].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[6].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[5].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[4].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[3].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[1].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[2].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
